Date,Province,Confirm_New,Confirm_Tot,Confirm_Acc,Death_New,Death_Tot,Test_New,Test_Total,Test_Curr
04/16/20,Incheon,1,,10616,,,,,
04/16/20,Gwangju,2,,10618,,,,,
04/16/20,Daejeon,1,,10619,,,,,
04/16/20,Gyeonggi-do,1,,10620,,,,,
04/16/20,Gyeongsangbuk-do,4,,10624,,,,,
04/16/20,Airport,11,,10635,,,,,
04/17/20,Seoul,1,617,10636,,,1573,98561,5368
04/17/20,Daegu,3,,10639,1,132,,,
04/17/20,Incheon,1,,10640,,,,,
04/17/20,Daejeon,-1,,10639,,,,,
04/17/20,Gyeonggi-do,4,,10643,,,,,
04/17/20,Gangwon-do,1,,10644,,,,,
04/17/20,Chungcheongnam-do,2,,10646,,,,,
04/17/20,Gyeongsangbuk-do,2,,10648,1,45,,,
04/17/20,Gyeongsangnam-do,1,,10649,,,,,
04/17/20,Airport,4,,10653,,,,,
04/18/20,Seoul,2,619,10655,,,,,
04/18/20,Daegu,2,,10657,1,133,,,
04/18/20,Incheon,1,,10658,,,,,
04/18/20,Gangwon-do,,,10658,1,2,,,
04/18/20,Gyeongsangbuk-do,1,,10659,,,,,
04/18/20,Airport,2,,10661,,,,,
04/19/20,Seoul,,,,,,,101675,5271
04/19/20,Busan,2,,10663,,,,,
04/19/20,Daegu,1,,10664,2,135,,,
04/19/20,Incheon,1,,10665,,,,,
04/19/20,Ulsan,1,,10666,,,,,
04/19/20,Gyeonggi-do,2,,10668,,,,,
04/19/20,Gyeongsangbuk-do,2,,10670,,,,,
04/19/20,Airport,4,,10674,,,,,
04/20/20,Seoul,2,621,10676,,,856,102531,5259
04/20/20,Daegu,2,,10678,1,136,,,
04/20/20,Gyeonggi-do,2,,10680,,,,,
04/20/20,Airport,3,,10683,,,,,
04/21/20,Seoul,2,623,10685,,,4584,107115,7768
04/21/20,Busan,2,,10687,,,,,
04/21/20,Daegu,1,,10688,1,137,,,
04/21/20,Daejeon,1,,10689,,,,,
04/21/20,Gyeongsangbuk-do,2,,10691,,,,,
04/21/20,Gyeongsangnam-do,1,,10692,,,,,
04/21/20,Airport,2,,10694,,,,,
04/22/20,Seoul,,,,,,,105582?,5289
04/22/20,Busan,1,,10695,,,,,
04/22/20,Daegu,4,,10699,1,138,,,
04/22/20,Gyeonggi-do,1,,10700,,,,,
04/22/20,Gyeongsangbuk-do,,,10700,1,46,,,
04/22/20,Airport,2,,10702,,,,,
04/23/20,Seoul,,,,,,,110134,7860
04/23/20,Busan,1,,10703,,,,,
04/23/20,Daegu,2,,10705,,,,,
04/23/20,Gyeonggi-do,1,,10706,,,,,
04/23/20,Gyeongsangbuk-do,1,,10707,,,,,
04/23/20,Airport,1,,10708,,,,,
04/24/20,Seoul,1,624,10709,,,,108856?,5363
04/24/20,Daegu,3,,10712,,,,,
04/24/20,Gyeonggi-do,2,,10714,,,,,
04/24/20,Airport,4,,10718,,,,,
04/25/20,Busan,1,,10719,,,,,
04/25/20,Daegu,1,,10720,2,140,,,
04/25/20,Gyeonggi-do,6,,10726,,,,,
04/25/20,Jeollabuk-do,1,,10727,,,,,
04/25/20,Airport,1,,10728,,,,,
04/26/20,Daegu,1,,10729,1,141,,,
04/26/20,Gyeonggi-do,3,,10732,,,,,
04/26/20,Chungcheongnam-do,1,,10733,,,,,
04/26/20,Airport,5,,10738,,,,,
04/27/20,Seoul,4,628,10742,,,,111108,5589
04/27/20,Daegu,2,,10744,1,142,,,
04/27/20,Incheon,1,,10745,,,,,
04/27/20,Gyeonggi-do,3,,10748,,,,,
04/27/20,Gyeongsangbuk-do,1,,10749,,,,,
04/27/20,Airport,3,,10752,,,,,
04/28/20,Seoul,,,,,,780,111888,5589
04/28/20,Daegu,3,,10755,1,143,,,
04/28/20,Gyeonggi-do,1,,10756,1,15,,,
04/28/20,Chungcheongnam-do,1,,10757,,,,,
04/28/20,Airport,3,,10760,,,,,
04/29/20,Seoul,,,,,,4261,116149,8081
04/29/20,Daegu,,,10760,1,144,,,
04/29/20,Airport,4,,10764,,,,,
04/30/20,Seoul,1,629,10765,,,,,
04/30/20,Incheon,1,,10766,,,,,
04/30/20,Gyeonggi-do,2,,10768,1,16,,,
04/30/20,Gyeongsangbuk-do,1,,10769,,,,,
04/30/20,Airport,4,,10773,,,,,
05/01/20,Seoul,1,,10774,,,,,
05/01/20,Busan,1,,10775,,,,,
05/01/20,Daegu,,,10776,2,146,,,
05/01/20,Incheon,1,,10777,,,,,
05/01/20,Gyeongsangbuk-do,,,,,,310,,
05/01/20,Gyeongsangnam-do,,,,,,329,,
05/01/20,Airport,3,,10778,,,,,
05/02/20,Seoul,2,,10779,,,,,
05/02/20,Daegu,4,,10780,,,,,
05/02/20,Gyeonggi-do,2,,10781,,,,,
05/02/20,Airport,5,,10782,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Seoul,,,,,,,,
,Busan,,,,,,,,
,Daegu,,,,,,,,
,Incheon,,,,,,,,
,Gwangju,,,,,,,,
,Daejeon,,,,,,,,
,Ulsan,,,,,,,,
,Sejong,,,,,,,,
,Gyeonggi-do,,,,,,,,
,Gangwon-do,,,,,,,,
,Chungcheongbuk-do,,,,,,,,
,Chungcheongnam-do,,,,,,,,
,Jeollabuk-do,,,,,,,,
,Jeollanam-do,,,,,,,,
,Gyeongsangbuk-do,,,,,,,,
,Gyeongsangnam-do,,,,,,,,
,Jeju-do,,,,,,,,
,Airport,,,,,,,,
,Seoul,,,,,,,,
,Busan,,,,,,,,
,Daegu,,,,,,,,
,Incheon,,,,,,,,
,Gwangju,,,,,,,,
,Daejeon,,,,,,,,
,Ulsan,,,,,,,,
,Sejong,,,,,,,,
,Gyeonggi-do,,,,,,,,
,Gangwon-do,,,,,,,,
,Chungcheongbuk-do,,,,,,,,
,Chungcheongnam-do,,,,,,,,
,Jeollabuk-do,,,,,,,,
,Jeollanam-do,,,,,,,,
,Gyeongsangbuk-do,,,,,,,,
,Gyeongsangnam-do,,,,,,,,
,Jeju-do,,,,,,,,
,Airport,,,,,,,,
,Seoul,,,,,,,,
,Busan,,,,,,,,
,Daegu,,,,,,,,
,Incheon,,,,,,,,
,Gwangju,,,,,,,,
,Daejeon,,,,,,,,
,Ulsan,,,,,,,,
,Sejong,,,,,,,,
,Gyeonggi-do,,,,,,,,
,Gangwon-do,,,,,,,,
,Chungcheongbuk-do,,,,,,,,
,Chungcheongnam-do,,,,,,,,
,Jeollabuk-do,,,,,,,,
,Jeollanam-do,,,,,,,,
,Gyeongsangbuk-do,,,,,,,,
,Gyeongsangnam-do,,,,,,,,
,Jeju-do,,,,,,,,
,Airport,,,,,,,,
,Seoul,,,,,,,,
,Busan,,,,,,,,
,Daegu,,,,,,,,
,Incheon,,,,,,,,
,Gwangju,,,,,,,,
,Daejeon,,,,,,,,
,Ulsan,,,,,,,,
,Sejong,,,,,,,,
,Gyeonggi-do,,,,,,,,
,Gangwon-do,,,,,,,,
,Chungcheongbuk-do,,,,,,,,
,Chungcheongnam-do,,,,,,,,
,Jeollabuk-do,,,,,,,,
,Jeollanam-do,,,,,,,,
,Gyeongsangbuk-do,,,,,,,,
,Gyeongsangnam-do,,,,,,,,
,Jeju-do,,,,,,,,
,Airport,,,,,,,,
,Seoul,,,,,,,,
,Busan,,,,,,,,
,Daegu,,,,,,,,
,Incheon,,,,,,,,
,Gwangju,,,,,,,,
,Daejeon,,,,,,,,
,Ulsan,,,,,,,,
,Sejong,,,,,,,,
,Gyeonggi-do,,,,,,,,
,Gangwon-do,,,,,,,,
,Chungcheongbuk-do,,,,,,,,
,Chungcheongnam-do,,,,,,,,
,Jeollabuk-do,,,,,,,,
,Jeollanam-do,,,,,,,,
,Gyeongsangbuk-do,,,,,,,,
,Gyeongsangnam-do,,,,,,,,
,Jeju-do,,,,,,,,
,Airport,,,,,,,,
,Seoul,,,,,,,,
,Busan,,,,,,,,
,Daegu,,,,,,,,
,Incheon,,,,,,,,
,Gwangju,,,,,,,,
,Daejeon,,,,,,,,
,Ulsan,,,,,,,,
,Sejong,,,,,,,,
,Gyeonggi-do,,,,,,,,
,Gangwon-do,,,,,,,,
,Chungcheongbuk-do,,,,,,,,
,Chungcheongnam-do,,,,,,,,
,Jeollabuk-do,,,,,,,,
,Jeollanam-do,,,,,,,,
,Gyeongsangbuk-do,,,,,,,,
,Gyeongsangnam-do,,,,,,,,
,Jeju-do,,,,,,,,
,Airport,,,,,,,,
,Seoul,,,,,,,,
,Busan,,,,,,,,
,Daegu,,,,,,,,
,Incheon,,,,,,,,
,Gwangju,,,,,,,,
,Daejeon,,,,,,,,
,Ulsan,,,,,,,,
,Sejong,,,,,,,,
,Gyeonggi-do,,,,,,,,
,Gangwon-do,,,,,,,,
,Chungcheongbuk-do,,,,,,,,
,Chungcheongnam-do,,,,,,,,
,Jeollabuk-do,,,,,,,,
,Jeollanam-do,,,,,,,,
,Gyeongsangbuk-do,,,,,,,,
,Gyeongsangnam-do,,,,,,,,
,Jeju-do,,,,,,,,
,Airport,,,,,,,,
,Seoul,,,,,,,,
,Busan,,,,,,,,
,Daegu,,,,,,,,
,Incheon,,,,,,,,
,Gwangju,,,,,,,,
,Daejeon,,,,,,,,
,Ulsan,,,,,,,,
,Sejong,,,,,,,,
,Gyeonggi-do,,,,,,,,
,Gangwon-do,,,,,,,,
,Chungcheongbuk-do,,,,,,,,
,Chungcheongnam-do,,,,,,,,
,Jeollabuk-do,,,,,,,,
,Jeollanam-do,,,,,,,,
,Gyeongsangbuk-do,,,,,,,,
,Gyeongsangnam-do,,,,,,,,
,Jeju-do,,,,,,,,
,Airport,,,,,,,,
,Seoul,,,,,,,,
,Busan,,,,,,,,
,Daegu,,,,,,,,
,Incheon,,,,,,,,
,Gwangju,,,,,,,,
,Daejeon,,,,,,,,
,Ulsan,,,,,,,,
,Sejong,,,,,,,,
,Gyeonggi-do,,,,,,,,
,Gangwon-do,,,,,,,,
,Chungcheongbuk-do,,,,,,,,
,Chungcheongnam-do,,,,,,,,
,Jeollabuk-do,,,,,,,,
,Jeollanam-do,,,,,,,,
,Gyeongsangbuk-do,,,,,,,,
,Gyeongsangnam-do,,,,,,,,
,Jeju-do,,,,,,,,
,Airport,,,,,,,,
